00:47:53.056 febs [SessionValidationThread-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Validating all active sessions...
15:10:30.081 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.selectByExample
15:10:30.081 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 258 ms
15:10:30.081 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT USER_ID,USERNAME,PASSWORD,DEPT_ID,EMAIL,MOBILE,STATUS,CRATE_TIME,MODIFY_TIME,LAST_LOGIN_TIME,SSEX,THEME,AVATAR,DESCRIPTION FROM t_user WHERE ( ( lower(username)= 'admin' ) )
15:10:30.153 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.updateByExampleSelective
15:10:30.153 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 57 ms
15:10:30.153 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> UPDATE t_user SET STATUS = '1',LAST_LOGIN_TIME = '2020年6月23日 下午3:10:30' WHERE ( ( lower(username)= 'admin' ) )
15:10:30.663 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:10:30.663 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 269 ms
15:10:30.664 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2754,'admin','访问系统',1,'com.xsz.system.controller.LoginController.index()','user: "User{userId=167, username='admin', password='8b9196ebe9f537da256b424f1fc93041', deptId=1, deptName='null', email='', mobile='', status='1', crateTime=Fri May 29 22:02:05 CST 2020, modifyTime=null, lastLoginTime=Mon Jun 22 13:22:03 CST 2020, ssex='0', theme='green', avatar='default.jpg', description='null', roleName='null'}"  org.springframework.validation.BindingResult.user: "org.springframework.validation.BeanPropertyBindingResult: 0 errors"','127.0.0.1','2020年6月23日 下午3:10:30','' )
15:10:32.398 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserMenus
15:10:32.398 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 867 ms
15:10:32.398 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.* from t_menu m where m.type <> 1 and m.MENU_ID in (select distinct rm.menu_id from t_role_menu rm left join t_role r on(rm.role_id = r.role_id) left join t_user_role ur on(ur.role_id = r.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'admin') order by m.create_time
15:12:07.714 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.findUserRole
15:12:07.715 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 34 ms
15:12:07.715 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select r.* from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) where u.username = 'admin'
15:12:07.747 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserPermissions
15:12:07.747 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 30 ms
15:12:07.747 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.perms from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) left join t_role_menu rm on(rm.role_id = r.role_id) left join t_menu m on(m.menu_id = rm.menu_id ) where u.username = 'admin' and m.perms is not null and m.perms <> ''
15:12:08.031 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample_COUNT
15:12:08.031 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 46 ms
15:12:08.031 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:12:08.044 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:12:08.044 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 12 ms
15:12:08.044 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:12:08.226 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:12:08.226 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 170 ms
15:12:08.227 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2755,'admin','获取投票项目信息',150,'com.xsz.vote.controller.VoteController.voteList()','request: "QueryRequest{pageSize=10, pageNum=1}"  vote: "com.xsz.vote.domain.Vote@48a2a9b1"','127.0.0.1','2020年6月23日 下午3:12:08','' )
15:12:10.737 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample_COUNT
15:12:10.737 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:12:10.737 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role order by create_time
15:12:10.740 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample
15:12:10.740 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:12:10.741 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role order by create_time
15:12:10.784 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.DeptMapper.selectByExample
15:12:10.784 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 34 ms
15:12:10.784 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT DEPT_ID,PARENT_ID,DEPT_NAME,ORDER_NUM,CREATE_TIME FROM t_dept order by dept_id
15:12:10.791 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.findUserWithDept_COUNT
15:12:10.791 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 4 ms
15:12:10.791 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select u.user_id userId,u.username,u.email,u.mobile,u.status,u.crate_time crateTime, u.ssex,d.dept_name deptName from t_user u left join t_dept d on(u.dept_id = d.dept_id) where 1=1 order by u.user_id
15:12:10.796 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.findUserWithDept
15:12:10.797 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 4 ms
15:12:10.797 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select u.user_id userId,u.username,u.email,u.mobile,u.status,u.crate_time crateTime, u.ssex,d.dept_name deptName from t_user u left join t_dept d on(u.dept_id = d.dept_id) where 1=1 order by u.user_id
15:12:10.951 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:12:10.952 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 147 ms
15:12:10.952 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2756,'admin','获取用户信息',26,'com.xsz.system.controller.UserController.userList()','request: "QueryRequest{pageSize=10, pageNum=1}"  user: "User{userId=null, username='', password='null', deptId=null, deptName='null', email='null', mobile='null', status='', crateTime=null, modifyTime=null, lastLoginTime=null, ssex='', theme='null', avatar='null', description='null', roleName='null'}"','127.0.0.1','2020年6月23日 下午3:12:10','' )
15:12:15.794 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.selectByExample
15:12:15.795 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 11 ms
15:12:15.795 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT MENU_ID,PARENT_ID,MENU_NAME,URL,PERMS,ICON,TYPE,ORDER_NUM,CREATE_TIME,MODIFY_TIME FROM t_menu order by menu_id
15:12:15.814 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample_COUNT
15:12:15.814 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:12:15.814 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role order by create_time
15:12:15.819 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample
15:12:15.820 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 4 ms
15:12:15.820 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role order by create_time
15:12:15.864 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:12:15.864 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 111 ms
15:12:15.864 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2757,'admin','获取角色信息',0,'com.xsz.system.controller.RoleController.index()','','127.0.0.1','2020年6月23日 下午3:12:15','' )
15:12:57.905 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample
15:12:57.905 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:12:57.905 febs [http-nio-9020-exec-8] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role WHERE ( ( lower(role_name)= '投票管理员' ) )
15:13:09.252 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.insert
15:13:09.252 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 14 ms
15:13:09.252 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role ( ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME ) VALUES( 71,'投票管理员','','2020年6月23日 下午3:13:09', )
15:13:09.285 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.286 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 32 ms
15:13:09.286 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,127 )
15:13:09.287 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.288 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.288 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,131 )
15:13:09.289 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.289 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.290 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,135 )
15:13:09.292 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.292 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.292 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,128 )
15:13:09.293 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.293 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.293 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,129 )
15:13:09.294 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.295 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.295 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,130 )
15:13:09.296 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.296 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.296 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,132 )
15:13:09.298 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.298 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:13:09.298 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,133 )
15:13:09.299 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.299 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.299 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,134 )
15:13:09.301 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.301 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.301 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,136 )
15:13:09.302 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.302 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.302 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,137 )
15:13:09.304 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMenuMapper.insert
15:13:09.304 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.304 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_role_menu ( ROLE_ID,MENU_ID ) VALUES( 71,138 )
15:13:09.373 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.selectByExample_COUNT
15:13:09.373 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:13:09.373 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ROLE_ID,ROLE_NAME,REMARK,CREATE_TIME,MODIFY_TIME FROM t_role order by create_time
